"code_title","eng_text","kor_text"
"M94.91","Disorder of cartilage, unspecified, shoulder region","연골의 상세불명 장애, 어깨부분"
"M94.92","Disorder of cartilage, unspecified, upper arm","연골의 상세불명 장애, 위팔"
"M94.93","Disorder of cartilage, unspecified, forearm","연골의 상세불명 장애, 아래팔"
"M94.94","Disorder of cartilage, unspecified, hand","연골의 상세불명 장애, 손"
"M94.95","Disorder of cartilage, unspecified, pelvic region and thigh","연골의 상세불명 장애, 골반 부분 및 대퇴"
"M94.96","Disorder of cartilage, unspecified, lower leg","연골의 상세불명 장애, 아래다리"
"M94.97","Disorder of cartilage, unspecified, ankle and foot","연골의 상세불명 장애, 발목 및 발"
"M94.98","Disorder of cartilage, unspecified, other","연골의 상세불명 장애, 기타 부분"
"M94.99","Disorder of cartilage, unspecified, site unspecified","연골의 상세불명 장애, 상세불명 부분"
"M96","Postprocedural musculoskeletal disorders, NEC","달리 분류되지 않은 처치후 근골격장애"
"M96.0","Pseudarthrosis after fusion or arthrodesis","유합 또는 관절고정 후 가관절"
"M96.1","Postlaminectomy syndrome, NEC","달리 분류되지 않은 척추후궁절제후증후군"
"M96.2","Postradiation kyphosis","방사선조사후 척주후만증"
"M96.3","Postlaminectomy kyphosis","척추후궁절제후 척주후만증"
"M96.4","Postsurgical lordosis","수술후 척주전만증"
"M96.5","Postradiation scoliosis","방사선조사후 척주측만증"
"M96.6","Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate","정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절"
"M96.8","Other postprocedural musculoskeletal disorders","기타 처치후 근골격장애"
"M96.9","Postprocedural musculoskeletal disorder, unspecified","상세불명의 처치후 근골격장애"
"M00-M99","Diseases of the musculoskeletal system and connective tissue, M00-M99","ⅩⅢ. 근골격계통 및 결합조직의 질환"
"M95-M99","Other disorders of the musculoskeletal system and connective tissue","근골격계통 및 결합조직의 기타 장애"
"M99","Biomechanical lesions, NEC","달리 분류되지 않은 생체역학적 병변"
"M99.0","Segmental and somatic dysfunction","분절 또는 신체의 기능장애"
"M99.00","Segmental and somatic dysfunction, head region","분절 또는 신체의 기능장애, 머리부위"
"M99.01","Segmental and somatic dysfunction, cervical region","분절 또는 신체의 기능장애, 경추부위"
"M99.02","Segmental and somatic dysfunction, thoracic region","분절 또는 신체의 기능장애, 흉추부위"
"M99.03","Segmental and somatic dysfunction, lumbar region","분절 또는 신체의 기능장애, 요추부위"
"M99.04","Segmental and somatic dysfunction, sacral region","분절 또는 신체의 기능장애, 천추부위"
"M99.05","Segmental and somatic dysfunction, pelvic region","분절 또는 신체의 기능장애, 골반부위"
"M99.06","Segmental and somatic dysfunction, lower extremity","분절 또는 신체의 기능장애, 하지"
"M99.07","Segmental and somatic dysfunction, upper extremity","분절 또는 신체의 기능장애, 상지"
"M99.08","Segmental and somatic dysfunction, rib cage","분절 또는 신체의 기능장애, 흉곽"
"M99.09","Segmental and somatic dysfunction, abdomen and other","분절 또는 신체의 기능장애, 복부 및 기타"
"M99.1","Subluxation complex (vertebral)","(척추)부분탈구복합"
"M99.10","Subluxation complex (vertebral), head region","(척추)부분탈구복합, 머리부위"
"M99.11","Subluxation complex (vertebral), cervical region","(척추)부분탈구복합, 경추부위"
"M99.12","Subluxation complex (vertebral), thoracic region","(척추)부분탈구복합, 흉추부위"
"M99.13","Subluxation complex (vertebral), lumbar region","(척추)부분탈구복합, 요추부위"
"M99.14","Subluxation complex (vertebral), sacral region","(척추)부분탈구복합, 천추부위"
"M99.15","Subluxation complex (vertebral), pelvic region","(척추)부분탈구복합, 골반부위"
"M99.16","Subluxation complex (vertebral), lower extremity","(척추)부분탈구복합, 하지"
"M99.17","Subluxation complex (vertebral), upper extremity","(척추)부분탈구복합, 상지"
"M99.18","Subluxation complex (vertebral), rib cage","(척추)부분탈구복합, 흉곽"
"M99.19","Subluxation complex (vertebral), abdomen and other","(척추)부분탈구복합, 복부 및 기타"
"M99.2","Subluxation stenosis of neural canal","신경관의 부분탈구성 협착"
"M99.20","Subluxation stenosis of neural canal, head region","신경관의 부분탈구성 협착, 머리부위"
"M99.21","Subluxation stenosis of neural canal, cervical region","신경관의 부분탈구성 협착, 경추부위"
"M99.22","Subluxation stenosis of neural canal, thoracic region","신경관의 부분탈구성 협착, 흉추부위"
"M99.23","Subluxation stenosis of neural canal, lumbar region","신경관의 부분탈구성 협착, 요추부위"
"M99.24","Subluxation stenosis of neural canal, sacral region","신경관의 부분탈구성 협착, 천추부위"
"M99.25","Subluxation stenosis of neural canal, pelvic region","신경관의 부분탈구성 협착, 골반부위"
"M99.26","Subluxation stenosis of neural canal, lower extremity","신경관의 부분탈구성 협착, 하지"
"M99.27","Subluxation stenosis of neural canal, upper extremity","신경관의 부분탈구성 협착, 상지"
"M99.28","Subluxation stenosis of neural canal, rib cage","신경관의 부분탈구성 협착, 흉곽"
"M99.29","Subluxation stenosis of neural canal, abdomen and other","신경관의 부분탈구성 협착, 복부 및 기타"
"M99.3","Osseous stenosis of neural canal","신경관의 골성 협착"
"M99.30","Osseous stenosis of neural canal, head region","신경관의 골성 협착, 머리부위"
"M99.31","Osseous stenosis of neural canal, cervical region","신경관의 골성 협착, 경추부위"
"M99.32","Osseous stenosis of neural canal, thoracic region","신경관의 골성 협착, 흉추부위"
"M99.33","Osseous stenosis of neural canal, lumbar region","신경관의 골성 협착, 요추부위"
"M99.34","Osseous stenosis of neural canal, sacral region","신경관의 골성 협착, 천추부위"
"M99.35","Osseous stenosis of neural canal, pelvic region","신경관의 골성 협착, 골반부위"
"M99.36","Osseous stenosis of neural canal, lower extremity","신경관의 골성 협착, 하지"
"M99.37","Osseous stenosis of neural canal, upper extremity","신경관의 골성 협착, 상지"
"M99.38","Osseous stenosis of neural canal, rib cage","신경관의 골성 협착, 흉곽"
"M99.39","Osseous stenosis of neural canal, abdomen and other","신경관의 골성 협착, 복부 및 기타"
"M99.4","Connective tissue stenosis of neural canal","신경관의 결합조직협착"
"M99.40","Connective tissue stenosis of neural canal, head region","신경관의 결합조직협착, 머리부위"
"M99.41","Connective tissue stenosis of neural canal, cervical region","신경관의 결합조직협착, 경추부위"
"M99.42","Connective tissue stenosis of neural canal, thoracic region","신경관의 결합조직협착, 흉추부위"
"M99.43","Connective tissue stenosis of neural canal, lumbar region","신경관의 결합조직협착, 요추부위"
"M99.44","Connective tissue stenosis of neural canal, sacral region","신경관의 결합조직협착, 천추부위"
"M99.45","Connective tissue stenosis of neural canal, pelvic region","신경관의 결합조직협착, 골반부위"
"M99.46","Connective tissue stenosis of neural canal, lower extremity","신경관의 결합조직협착, 하지"
"M99.47","Connective tissue stenosis of neural canal, upper extremity","신경관의 결합조직협착, 상지"
"M99.48","Connective tissue stenosis of neural canal, rib cage","신경관의 결합조직협착, 흉곽"
"M99.49","Connective tissue stenosis of neural canal, abdomen and other","신경관의 결합조직협착, 복부 및 기타"
"M99.5","Intervertebral disc stenosis of neural canal","신경관의 추간판협착"
"M99.50","Intervertebral disc stenosis of neural canal, head region","신경관의 추간판협착, 머리부위"
"M99.51","Intervertebral disc stenosis of neural canal, cervical region","신경관의 추간판협착, 경추부위"
"M99.52","Intervertebral disc stenosis of neural canal, thoracic region","신경관의 추간판협착, 흉추부위"
"M99.53","Intervertebral disc stenosis of neural canal, lumbar region","신경관의 추간판협착, 요추부위"
"M99.54","Intervertebral disc stenosis of neural canal, sacral region","신경관의 추간판협착, 천추부위"
"M99.6","Osseous and subluxation stenosis of intervertebral foramina","추간공의 골성 또는 부분탈구성 협착"
"M99.60","Osseous and subluxation stenosis of intervertebral foramina, head region","추간공의 골성 또는 부분탈구성 협착, 머리부위"
"M99.61","Osseous and subluxation stenosis of intervertebral foramina, cervical region","추간공의 골성 또는 부분탈구성 협착, 경추부위"
"M99.62","Osseous and subluxation stenosis of intervertebral foramina, thoracic region","추간공의 골성 또는 부분탈구성 협착, 흉추부위"
"M99.63","Osseous and subluxation stenosis of intervertebral foramina, lumbar region","추간공의 골성 또는 부분탈구성 협착, 요추부위"
"M99.64","Osseous and subluxation stenosis of intervertebral foramina, sacral region","추간공의 골성 또는 부분탈구성 협착, 천추부위"
"M99.7","Connective tissue and disc stenosis of intervertebral foramina","추간공의 결합조직 및 원반 협착"
"M99.70","Connective tissue and disc stenosis of intervertebral foramina, head region","추간공의 결합조직 및 원반 협착, 머리부위"
"M99.71","Connective tissue and disc stenosis of intervertebral foramina, cervical region","추간공의 결합조직 및 원반 협착, 경추부위"
"M99.72","Connective tissue and disc stenosis of intervertebral foramina, thoracic region","추간공의 결합조직 및 원반 협착, 흉추부위"
"M99.73","Connective tissue and disc stenosis of intervertebral foramina, lumbar region","추간공의 결합조직 및 원반 협착, 요추부위"
"M99.74","Connective tissue and disc stenosis of intervertebral foramina, sacral region","추간공의 결합조직 및 원반 협착, 천추부위"
"M99.8","Other biomechanical lesions","기타 생체역학적 병변"
"M99.80","Other biomechanical lesions, head region","기타 생체역학적 병변, 머리부위"
"M99.81","Other biomechanical lesions, cervical region","기타 생체역학적 병변, 경추부위"
"M99.82","Other biomechanical lesions, thoracic region","기타 생체역학적 병변, 흉추부위"
"M99.83","Other biomechanical lesions, lumbar region","기타 생체역학적 병변, 요추부위"
"M99.84","Other biomechanical lesions, sacral region","기타 생체역학적 병변, 천추부위"
"M99.85","Other biomechanical lesions, pelvic region","기타 생체역학적 병변, 골반부위"
"M99.86","Other biomechanical lesions, lower extremity","기타 생체역학적 병변, 하지"
"M99.87","Other biomechanical lesions, upper extremity","기타 생체역학적 병변, 상지"
"M99.88","Other biomechanical lesions, rib cage","기타 생체역학적 병변, 흉곽"
"M99.89","Other biomechanical lesions, abdomen and other","기타 생체역학적 병변, 복부 및 기타"
"M99.9","Biomechanical lesion, unspecified","상세불명의 생체역학적 병변"
"M99.90","Biomechanical lesion, unspecified, head region","상세불명의 생체역학적 병변, 머리부위"
"M99.91","Biomechanical lesion, unspecified, cervical region","상세불명의 생체역학적 병변, 경추부위"
"M99.92","Biomechanical lesion, unspecified, thoracic region","상세불명의 생체역학적 병변, 흉추부위"
"M99.93","Biomechanical lesion, unspecified, lumbar region","상세불명의 생체역학적 병변, 요추부위"
"M99.94","Biomechanical lesion, unspecified, sacral region","상세불명의 생체역학적 병변, 천추부위"
"M99.95","Biomechanical lesion, unspecified, pelvic region","상세불명의 생체역학적 병변, 골반부위"
"M99.96","Biomechanical lesion, unspecified, lower extremity","상세불명의 생체역학적 병변, 하지"
"M99.97","Biomechanical lesion, unspecified, upper extremity","상세불명의 생체역학적 병변, 상지"
"M99.98","Biomechanical lesion, unspecified, rib cage","상세불명의 생체역학적 병변, 흉곽"
"M99.99","Biomechanical lesion, unspecified, abdomen and other","상세불명의 생체역학적 병변, 복부 및 기타"
"N00-N99","Diseases of the genitourinary system, N00-N99","ⅩⅣ. 비뇨생식계통의 질환"
"N00-N08","Glomerular diseases","사구체질환"
"N00","Acute nephritic syndrome","급성 신염증후군"
"N00.0","Acute nephritic syndrome with minor glomerular abnormality","소사구체이상을 동반한 급성 신염증후군"
"N00.1","Acute nephritic syndrome with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 급성 신염증후군"
"N00.2","Acute nephritic syndrome with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 급성 신염증후군"
"N00.3","Acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 급성 신염증후군"
"N00.4","Acute nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 급성 신염증후군"
"N00.5","Acute nephritic syndrome with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 급성 신염증후군"
"N00.6","Acute nephritic syndrome with dense deposit disease","고밀도침착병을 동반한 급성 신염증후군"
"N00.7","Acute nephritic syndrome with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염을 동반한 급성 신염증후군"
"N00.8","Other acute nephritic syndrome","기타 급성 신염증후군"
"N00.9","Unspecified acute nephritic syndrome","상세불명의 급성 신염증후군"
"N02","Recurrent and persistent haematuria","재발성 및 지속성 혈뇨"
"N02.0","Recurrent and persistent haematuria with minor glomerular abnormality","소사구체이상을 동반한 재발성 및 지속성 혈뇨"
"N02.1","Recurrent and persistent haematuria with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 재발성 및 지속성 혈뇨"
"N02.2","Recurrent and persistent haematuria with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 재발성 및 지속성 혈뇨"
"N02.3","Recurrent and persistent haematuria with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 재발성 및 지속성 혈뇨"
"N02.4","Recurrent and persistent haematuria with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 재발성 및 지속성 혈뇨"
"N02.5","Recurrent and persistent haematuria with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 재발성 및 지속성 혈뇨"
"N02.6","Recurrent and persistent haematuria with dense deposit disease","고밀도침착병을 동반한 재발성 및 지속성 혈뇨"
"N02.7","Recurrent and persistent haematuria with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염을 동반한 재발성 및 지속성 혈뇨"
"N02.8","Other recurrent and persistent haematuria","기타 재발성 및 지속성 혈뇨"
"N02.9","Recurrent and persistent hematuria, unspecified","상세불명의 재발성 및 지속성 혈뇨"
"N03","Chronic nephritic syndrome","만성 신염증후군"
"N03.0","Chronic nephritic syndrome with minor glomerular abnormality","소사구체이상을 동반한 만성 신염증후군"
"N03.1","Chronic nephritic syndrome with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 만성 신염증후군"
"N03.2","Chronic nephritic syndrome with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 만성 신염증후군"
"N03.3","Chronic nephritic syndrome with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 만성 신염증후군"
"N03.4","Chronic nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 만성 신염증후군"
"N03.5","Chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 만성 신염증후군"
"N03.6","Chronic nephritic syndrome with dense deposit disease","고밀도침착병을 동반한 만성 신염증후군"
"N03.7","Chronic nephritic syndrome with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염을 동반한 만성 신염증후군"
"N03.8","Other chronic nephritic syndrome","기타 만성 신염증후군"
"N03.9","Unspecified chronic nephritic syndrome","상세불명의 만성 신염증후군"
"N04","Nephrotic syndrome","신증후군"
"N04.0","Nephrotic syndrome with minor glomerular abnormality","소사구체이상을 동반한 신증후군"
"N04.1","Nephrotic syndrome with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 신증후군"
"N04.2","Nephrotic syndrome with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 신증후군"
"N04.3","Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 신증후군"
"N04.4","Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 신증후군"
"N04.5","Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 신증후군"
"N04.6","Nephrotic syndrome with dense deposit disease","고밀도침착병을 동반한 신증후군"
"N04.7","Nephrotic syndrome with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염을 동반한 신증후군"
"N04.8","Other nephrotic syndrome","기타 신증후군"
"N04.9","Unspecified nephrotic syndrome","상세불명의 신증후군"
"N05","Unspecified nephritic syndrome","상세불명의 신염증후군"
"N05.0","Unspecified nephritic syndrome with minor glomerular abnormality","소사구체이상을 동반한 상세불명의 신염증후군"
"N05.1","Unspecified nephritic syndrome with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 상세불명의 신염증후군"
"N05.2","Unspecified nephritic syndrome with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 상세불명의 신염증후군"
"N05.3","Unspecified nephritic syndrome with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 상세불명의 신염증후군"
"N05.4","Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 상세불명의 신염증후군"
"N05.5","Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 상세불명의 신염증후군"
"N05.6","Unspecified nephritic syndrome with dense deposit disease","고밀도침착병을 동반한 상세불명의 신염증후군"
"N05.7","Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염 동반한 상세불명의 신염증후군"
"N05.8","Unspecified other nephritic syndrome","기타 상세불명의 신염증후군"
"N05.9","Unspecified nephritic syndrome","상세불명의 상세불명의 신염증후군"
"N06","Isolated proteinuria with specified morphological lesion","명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.0","Isolated proteinuria with specified morphological lesion with minor glomerular abnormality","소사구체이상을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.1","Isolated proteinuria with specified morphological lesion with focal and segmental glomerular lesions","초점성 및 분절성 사구체병변을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.2","Isolated proteinuria with specified morphological lesion with diffuse membranous glomerulonephritis","미만성 막성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.3","Isolated proteinuria with specified morphological lesion with diffuse mesangial proliferative glomerulonephritis","미만성 메산지음 증식성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.4","Isolated proteinuria with specified morphological lesion with diffuse endocapillary proliferative glomerulonephritis","미만성 모세혈관내 증식성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.5","Isolated proteinuria with specified morphological lesion with diffuse mesangiocapillary glomerulonephritis","미만성 메산지음 모세혈관성 사구체신염을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.6","Isolated proteinuria with specified morphological lesion with dense deposit disease","고밀도침착병을 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.7","Isolated proteinuria with specified morphological lesion with diffuse crescentic glomerulonephritis","미만성 반월형 사구체신염 동반한 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.8","Other isolated proteinuria with specified morphological lesion","기타 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N06.9","Unspecified isolated proteinuria with specified morphological lesion","상세불명의 명시된 형태학적 병변을 동반한 고립된 단백뇨"
"N00-N08","Glomerular diseases","사구체질환"
"N08*","Glomerular disorders in diseases classified elsewhere","달리 분류된 질환에서의 사구체장애"
"N08.0*","Glomerular disorders in infectious and parasitic diseases classified elsewhere","달리 분류된 감염성 및 기생충성 질환에서의 사구체장애"
"N08.1*","Glomerular disorders in neoplastic diseases","신생물질환에서의 사구체장애"
"N08.2*","Glomerular disorders in blood diseases and disorders involving the immune mechanism","혈액질환 및 면역메커니즘을 침범한 장애에서의 사구체장애"
"N08.3*","Glomerular disorders in diabetes mellitus","당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†)"
"N08.4*","Glomerular disorders in other endocrine, nutritional and metabolic diseases","기타 내분비, 영양 및 대사 질환에서의 사구체장애"
"N08.5*","Glomerular disorders in systemic connective tissue disorders","전신결합조직장애에서의 사구체장애"
"N08.8*","Glomerular disorders in other diseases classified elsewhere","달리 분류된 기타 질환에서의 사구체장애"
"N10-N16","Renal tubulo-interstitial diseases","신세뇨관-간질질환"
"N10","Acute tubulo-interstitial nephritis","급성 세뇨관-간질신장염"
"N11","Chronic tubulo-interstitial nephritis","만성 세뇨관-간질신장염"
"N11.0","Nonobstructive reflux-associated chronic pyelonephritis","비폐색성 역류-연관 만성 신우신염"
"N11.1","Chronic obstructive pyelonephritis","만성 폐색성 신우신염"
"N11.8","Other chronic tubulo-interstitial nephritis","기타 만성 세뇨관-간질신장염"
"N11.9","Chronic tubulo-interstitial nephritis, unspecified","상세불명의 만성 세뇨관-간질신장염"
"N12","Tubulo-interstitial nephritis, not specified as acute or chronic","급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염"
"N13","Obstructive and reflux uropathy","폐색성 및 역류성 요로병증"
"N13.0","Hydronephrosis with ureteropelvic junction obstruction","요관신우접합부 폐색을 동반한 수신증"
"N13.1","Hydronephrosis with ureteral stricture, NEC","달리 분류되지 않은 요관협착을 동반한 수신증"
"N13.2","Hydronephrosis with renal and ureteral calculous obstruction","신장 및 요관의 결석성 폐색을 동반한 수신증"
"N13.3","Other and unspecified hydronephrosis","기타 및 상세불명의 수신증"
"N13.30","Hydronephrosis with ureterovesical junction obstruction","방광요관접합부 폐색을 동반한 수신증"
"N13.31","Hydronephrosis with vesical calculous obstruction","방광의 결석성 폐색을 동반한 수신증"
"N13.38","Other and unspecified hydronephrosis","기타 및 상세불명의 수신증"
"N13.4","Hydroureter","수뇨관(水尿管)"
"N13.5","Kinking and stricture of ureter without hydronephrosis","수신증을 동반하지 않은 요관의 꼬임 및 협착"
"N13.6","Pyonephrosis","농신증"
"N13.7","Vesicoureteral-reflux-associated uropathy","방광요관역류-연관 요로병증"
"N13.70","Vesicoureteral-reflux without reflux nephropathy","역류신장병증을 동반하지 않은 방광요관역류"
"N13.71","Vesicoureteral-reflux with reflux nephropathy, without hydroureter","역류신장병증을 동반한, 수뇨관을 동반하지 않은 방광요관역류"
"N13.710","Unilateral","한쪽"
"N13.711","Bilateral","양쪽"
"N13.719","Unspecified","상세불명"
"N13.72","Vesicoureteral-reflux with reflux nephropathy, with hydroureter","역류신장병증을 동반한, 수뇨관을 동반한 방광요관역류"
"N13.720","Unilateral","한쪽"
"N13.721","Bilateral","양쪽"
"N13.729","Unspecified","상세불명"
"N13.79","Vesicoureteral-reflux-associated uropathy, unspecified","방광요관역류-연관 상세불명의 요로병증"
"N13.8","Other obstructive and reflux uropathy","기타 폐색성 및 역류성 요로병증"
"N13.9","Obstructive and reflux uropathy, unspecified","상세불명의 폐색성 및 역류성 요로병증"
"N14","Drug-and heavy-metal- induced tubulo-interstitial and tubular condition","약물 및 중금속 유발 세뇨관-간질 및 세뇨관 병태"
"N14.0","Analgesic nephropathy","진통제신장병증"
"N14.1","Nephropathy induced by other drugs, medicaments and biological substances","기타 약물, 약제 및 생물학적 물질로 인한 신장병증"
"N14.2","Nephropathy induced by unspecified drug, medicament or biological substance","상세불명의 약물, 약제 또는 생물학적 물질로 인한 신장병증"
"N14.3","Nephropathy induced by heavy metals","중금속으로 인한 신장병증"
"N14.4","Toxic nephropathy, NEC","달리 분류되지 않은 독성신장병"
"N15","Other renal tubulo-interstitial diseases","기타 신세뇨관-간질질환"
"N15.0","Balkan nephropathy","발칸신장병증"
"N15.1","Renal and perinephric abscess","신장 및 신장주위 농양"
"N15.8","Other specified renal tubulo-interstitial diseases","기타 명시된 신세뇨관-간질질환"
"N15.9","Renal tubulo-interstitial disease, unspecified","상세불명의 신세뇨관-간질질환"
"N17-N19","Renal failure","신부전"
"N17","Acute renal failure","급성 신부전"
"N17.0","Acute renal failure with tubular necrosis","세뇨관괴사를 동반한 급성 신부전"
"N17.1","Acute renal failure with acute cortical necrosis","급성 피질괴사를 동반한 급성 신부전"
"N17.2","Acute renal failure with medullary necrosis","수질괴사를 동반한 급성 신부전"
"N17.8","Other acute renal failure","기타 급성 신부전"
"N17.9","Acute renal failure, unspecified","상세불명의 급성 신부전"
"N18","Chronic kidney disease","만성 신장병"
"N18.1","Chronic kidney disease, stage 1","만성 신장병(1기)"
"N18.2","Chronic kidney disease, stage 2","만성 신장병(2기)"
"N18.3","Chronic kidney disease, stage 3","만성 신장병(3기)"
"N18.4","Chronic kidney disease, stage 4","만성 신장병(4기)"
"N18.5","Chronic kidney disease, stage 5","만성 신장병(5기)"
"N18.9","Chronic kidney disease, unspecified","상세불명의 만성 신장병"
"N17-N19","Renal failure","신부전"
"N19","Unspecified kidney failure","상세불명의 신부전"
"N20-N23","Urolithiasis","요로결석증"
"N20","Calculus of kidney and ureter","신장 및 요관의 결석"
"N20.0","Calculus of kidney","신장의 결석"
"N20.1","Calculus of ureter","요관의 결석"
"N20.2","Calculus of kidney with calculus of ureter","요관결석을 동반한 신장결석"
"N20.9","Urinary calculus, unspecified","상세불명의 신장결석"
"N21","Calculus of lower urinary tract","하부요로의 결석"
"N21.0","Calculus in bladder","방광의 결석"
"N21.1","Calculus in urethra","요도결석"
"N21.8","Other lower urinary tract calculus","기타 하부요로결석"
"N21.9","Calculus of lower urinary tract, unspecified","상세불명의 하부요로결석"
"N20-N23","Urolithiasis","요로결석증"
"N23","Unspecified renal colic","상세불명의 신장 급통증"
"N25-N29","Other disorders of kidney and ureter","신장 및 요관의 기타 장애"
"N25","Disorders resulting from impaired renal tubular function","세뇨관기능손상으로 인한 장애"
"N25.0","Renal osteodystrophy","신장성 골디스트로피"
"N25.1","Nephrogenic diabetes insipidus","신장성 요붕증"
"N25.8","Other disorders resulting from impaired renal tubular function","세뇨관기능손상으로 인한 기타 장애"
"N25.9","Disorder resulting from impaired renal tubular function, unspecified","세뇨관기능손상으로 인한 상세불명 장애"
"N26","Unspecified contracted kidney","상세불명의 신장위축"
"N28","Other disorders of kidney and ureter, NEC","달리 분류되지 않은 신장 및 요관의 기타 장애"
"N28.0","Ischaemia and infarction of kidney","신장의 허혈 및 경색증"
"N28.1","Cyst of kidney, acquired","후천성 신장의 낭"
"N28.8","Other specified disorders of kidney and ureter","신장 및 요관의 기타 명시된 장애"
"N28.80","Hypertrophy of kidney","신장의 비대"
"N28.81","Megaloureter","거대요관"
"N28.82","Nephroptosis","신장하수"
"N28.83","Pyelitis cystica","낭성 신우염"
"N28.84","Pyeloureteritis cystica","낭성 신우요관염"
"N28.85","Ureteritis cystica","낭성 요관염"
"N28.88","Other specified disorders of kidney and ureter","신장 및 요관의 기타 명시된 장애"
"N28.9","Disorder of kidney and ureter, unspecified","신장 및 요관의 상세불명 장애"
"N30-N39","Other diseases of the urinary system","비뇨계통의 기타 질환"
"N30","Cystitis","방광염"
"N30.0","Acute cystitis","급성 방광염"
"N30.1","Interstitial cystitis (chronic)","간질성 방광염(만성)"
"N30.2","Other chronic cystitis","기타 만성 방광염"
"N30.3","Trigonitis","삼각부염"
"N30.4","Irradiation cystitis","방사선방광염"
"N30.8","Other cystitis","기타 방광염"
"N30.9","Cystitis, unspecified","상세불명의 방광염"
"N31","Neuromuscular dysfunction of bladder, NEC","달리 분류되지 않은 방광의 신경근육기능장애"
"N31.0","Uninhibited neuropathic bladder, NEC","달리 분류되지 않은 비억제성 신경병성 방광"
"N31.1","Reflex neuropathic bladder, NEC","달리 분류되지 않은 반사성 신경병성 방광"
"N31.2","Flaccid neuropathic bladder, NEC","달리 분류되지 않은 이완성 신경병성 방광"
"N31.8","Other neuromuscular dysfunction of bladder","방광의 기타 신경근육기능장애"
"N31.9","Neuromuscular dysfunction of bladder, unspecified","방광의 상세불명의 신경근육기능장애"
"N32","Other disorders of bladder","방광의 기타 장애"
"N32.0","Bladder-neck obstruction","방광경부폐색"
"N32.1","Vesicointestinal fistula","방광장루"
"N32.2","Vesical fistula, NEC","달리 분류되지 않은 방광루"
"N32.3","Diverticulum of bladder","방광의 게실"
"N32.4","Rupture of bladder, nontraumatic","비외상성 방광파열"
